peakid,pkname,pkname2,location,heightm,heightf,himal,region,open,unlisted,trekking,trekyear,restrict,phost,pstatus,pyear,pseason,pmonth,pday,pexpid,pcountry,psummiters,psmtnote
PEMR,Pemthang Ri,,Jugal Himal (N of Pemthang Karpo Ri on Tibetan border),6743,22123,Jugal,Langtang-Jugal,FALSE,TRUE,FALSE,,,Nepal & China,Unclimbed,,,,,,,Unclimbed,
PERH,Peri Himal,,Peri Himal (SE of Cheo Himal on Tibetan border),6296,20656,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
PERI,Peri,,Langtang Himal (SE of Langtang Ri on Tibetan border),6174,20256,Langtang,Langtang-Jugal,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2016,Autumn,Dec,6,PERI16301,"Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa",
PETH,Pethangtse,,Khumbu Himal (NW of Makalu on Tibetan border),6739,22110,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2002,Nepal & China,Climbed,1954,Spring,May,26,PETH54101,"New Zealand, UK, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",
PHAR,Pharilapcha,,Khumbu Himal (SW of Gokyo Lake),6017,19741,Khumbu,Khumbu-Rolwaling-Makalu,FALSE,FALSE,TRUE,2002,Opened in 2002,Nepal only,Climbed,2003,Spring,May,19,PHAR03101,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa",
PHNG,Phungi,,Peri Himal (SE of Ratna Chuli on Tibetan border),6524,21404,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
PHNH,Phungi Himal,,Manaslu Himal (W of Manaslu),6538,21450,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Climbed,2017,Autumn,Oct,28,PHNH17301,Russia,"Yuri Koshelenko, Akeksei Lonchinskiy",
PHOL,Phole,Pholesobi,Kangchenjunga Himal (W of Kumbhakarna and Sobitongie),6645,21801,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed,
PHUG,Phu Kang Go,"Phu Khang Go, Athahra Saya Khola Himal",Peri Himal (SE of Cheo on Tibetan border),6767,22201,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2011,Autumn,Oct,27,PHUG11301,"France, Belgium","Paulo Grobel, Benoit Van Lerberghe",
PHUK,Phu Kang,Phu Khang,Peri Himal (N of Cheo Himal on Tibetan border),6694,21962,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2022,Spring,May,4,PHUK22101,"S Korea, Nepal","Kim Mi-Gon, Kang Sin-Won, Jang Dae-Boo, Lee Kun-Jin, Kim Min-Soo, Chhiring Sherpa, Dawa Tshering Sherpa",
PHUN,Phu Kang North,Phu Khang North,Peri Himal (N of Cheo Himal on Tibetan border),6580,21588,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
PHUR,Phurbi Chhyachu,Phurbi Ghyachu,Jugal Himal (SE of Dorje Lhakpa on Tibetan border),6637,21775,Jugal,Langtang-Jugal,TRUE,FALSE,FALSE,,,Nepal & China,Climbed,1982,Spring,May,1,PHUR82101,"Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa",
PIMU,Pimu,Pamalka,Rolwaling Himal (N of Tesi Laptsa),6344,20814,Rolwaling,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1955,Spring,Apr,,PIMU55101,UK,"Peter Boultbee, Dennis Davis",
PISA,Pisang,Jong Ri,Damodar Himal (N of Marysangdi Valley),6091,19984,Damodar,Annapurna-Damodar-Peri,FALSE,FALSE,TRUE,1978,,Nepal only,Climbed,1955,Summer,Jun,10,PISA55201,W Germany,Juergen Wellenkamp,
PK04,Peak 4,Shershon Ri,Khumbu Himal (SE of Baruntse),6736,22100,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Unclimbed,,,,,,,Unclimbed,
PK29,Peak 29,"Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",Manaslu Himal (S of Manaslu),7871,25823,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1979,Spring,May,8,PK2979101,Poland,"Ryszard Gajewski, Maciej Pawlikowski",1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent)
PK41,Peak 41,"""True"" Mera Peak",Khumbu Himal (ESE of Ama Dablam),6648,21811,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,2002,Opened in 2002,Nepal only,Climbed,2002,Autumn,Oct,16,PK4102301,Slovenia,"Matic Jost, Urban Golob, Uros Samec",Rumored that two Americans and two Swiss (and possibly others) summited in earlier years
PKAR,Pankar Himal,,Manaslu Himal (ENE of Samagaon on Tibetan border),6264,20551,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2018,Spring,May,8,PKAR18101,Japan,"Yasuhiro Hanatani, Reo Chikara, Ryosuke Matsuyama, Daijo Saito, Tatsuro Sugimoto, Airi Watanabe",
PLNG,Palung,Palung Ri,North of Cho Oyu (in Tibet),7012,23005,Khumbu,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,Peak entirely within China,China only,Climbed,1952,Spring,May,13,PLNG52101,New Zealand,"Edmund Hillary, George Lowe",
POIN,Pointed Peak,,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850,19193,Khumbu,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1953,Spring,Apr,1,POIN53101,UK,"Wilfred Noyce, Michael Ward, Charles Wylie",
POKA,Pokalde,Dolma Ri,Khumbu Himal (N of Ama Dablam),5780,18963,Khumbu,Khumbu-Rolwaling-Makalu,FALSE,FALSE,TRUE,1978,,Nepal only,Climbed,1953,Spring,Apr,15,POKA53101,UK,"Tom Bourdillon, Wilfred Noyce, Michael Ward",
POKR,Pokharkang,Pokhar Khang,Damodar Himal (N of Pisang Peak),6372,20906,Damodar,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2002,Autumn,Nov,17,POKR02301,"UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa","Japanese team led by Koichi Kato climbed NW Smt on Oct 31, 2002 [which they thought was the highest]"
POTA,Pota Himal North,Peak Hawley,Dhaulagiri Himal (NE of Putha Hiunchuli),6182,20282,Dhaulagiri,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Climbed,2008,Spring,May,9,POTA08101,France,Francois Damilano,
PTHE,Pethangtse East,,Khumbu Himal (ESE of Pethangtse on Tibetan border),6572,21562,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,1954,Spring,May,24,PTHE54101,"New Zealand, UK, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Ang Dawa Sherpa",
PUCH,Punchen Himal,Puchen Himal,Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border),6049,19846,Ganesh/Shringi,Manaslu-Ganesh,TRUE,FALSE,FALSE,,,Nepal & China,Unclimbed,,,,,,,Unclimbed,
PUMO,Pumori,,Khumbu Himal (WNW of Everest on Tibetan border),7138,23419,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,,Nepal & China,Climbed,1962,Spring,May,17,PUMO62101,"W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel",
PURB,Purbung Himal,Putrung,Damodar Himal (N of Chulu West),6500,21325,Damodar,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2021,Autumn,Nov,30,PURB21301,Germany,"Jost Kobusch, Nicolas Schweidtweiler",
PURK,Purkhung,"Purkhang, Purkung",Damodar Himal (NE of Thorong La),6126,20098,Damodar,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2004,Summer,Aug,16,PURK04201,Japan,"Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas",
PUTH,Putha Hiunchuli,Dhaulagiri VII,Dhaulagiri Himal (W of Churen Himal),7246,23773,Dhaulagiri,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1954,Autumn,Nov,11,PUTH54301,"UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa",
PYRM,Pyramid Peak,"Pathibhara Chuli, Pathibhara Khas",Jongsang Himal (N of Kangchenjunga on Indian border),7140,23425,Jongsang,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,,Nepal & India,Climbed,1993,Spring,Apr,24,PYRM93101,"Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo",1st ascent claimed by Swiss (Sutter) in 1949 but reached secondary summit
RAKS,Raksha Urai,Raksha Urai III,Raksha Urai Himal (ENE of Nampa),6609,21683,Api/Byas Risi/Guras,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2003,Autumn,Oct,15,RAKS03301,"France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung",
RAMC,Ramtang Chang,"Wedge Peak, Chang Himal",Kangchenjunga Himal (N of Ramtang),6802,22316,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1974,Autumn,Oct,5,RAMC74301,Yugoslavia,"Janez Gradisar, Bojan Pollak, Michael Smolej",Illegal ascent
RAMD,Ramdung,Ramdong Go,Rolwaling Himal (W of Tesi Laptsa),5900,19357,Rolwaling,Khumbu-Rolwaling-Makalu,FALSE,FALSE,TRUE,1978,,Nepal only,Climbed,1952,Autumn,Oct,,RAMD52301,"UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa",
RAMT,Ramtang,,Kangchenjunga Himal (N of Kangbachen),6601,21657,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 1997,Nepal only,Climbed,1930,Spring,May,,RAMT30101,"Austria, UK","Erwin Schneider, Frank Smythe",
RANI,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,21959,Manaslu/Mansiri,Manaslu-Ganesh,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1970,Spring,May,5,RANI70101,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",
RATC,Ratna Chuli,,Peri Himal (NW of Himlung on Tibetan border),7035,23081,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal & China,Climbed,1996,Autumn,Oct,14,RATC96301,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang",
RATH,Rathong,,Simhalila Himal (SW of Kabru on Indian border),6682,21923,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,,Nepal & India,Climbed,1964,Autumn,Oct,29,RATH64301,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa",
RAUN,Raungsiyar,,Rolwaling Himal (N of Pimu),6224,20420,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Climbed,2015,Autumn,Oct,4,RAUN15301,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",
RHIM,Rhimbu,,Shringi Himal (S of Tobsar),6210,20374,Ganesh/Shringi,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Unclimbed,,,,,,,Unclimbed,
RIPI,Ripimo Shar,"Khang Karpo, Kang Karpo",Rolwaling Himal (S of Dingjung Ri on Tibetan border),6647,21808,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014 (as Khang Karpo),Nepal & China,Climbed,1952,Spring,May,29,RIPI52101,UK,"Tom Bourdillon, Ray Colledge",
ROCN,Roc Noir,"Khangsar Kang, Khang Sar Khang",Annapurna Himal (ENE of Annapurna I),7485,24557,Annapurna,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1969,Spring,May,9,ROCN69101,W Germany,"Reinhold Obster, Pit Schubert, Karl Winkler",
ROKA,Rokapi,Kapchuli,"Api Himal (S of Nampa, Bobaye and Jethi Bahurani)",6468,21220,Api/Byas Risi/Guras,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1977,Autumn,Oct,10,ROKA77301,UK,"Thomas Herley, Kelvin McLane",
ROLK,Rolwaling Kang,Rolwaling Khang,Rolwaling Himal (NNE of Tarkago),6664,21864,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Climbed,2016,Autumn,Oct,19,ROLK16301,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa",
ROLM,Rolmi,,Shringi Himal (S of Tobsar),6056,19869,Ganesh/Shringi,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Climbed,2017,Autumn,Oct,1,ROLM17301,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",
ROMA,Roma,,Saipal Himal (SW of Saipal),5407,17740,Saipal,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Delisted in 2014,Nepal only,Unclimbed,,,,,,,Unclimbed?,
SAIE,Saipal East Humla,,Saipal Himal (NE of Saipal),6925,22720,Saipal,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1990,Autumn,Oct,26,SAIP90301,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa",Saipal East Humla is a subpeak on the NE Ridge of Saipal
SAIP,Saipal,,Saipal Himal,7030,23064,Saipal,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1963,Autumn,Oct,21,SAIP63301,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)",
SALD,Saldim,Peak 5,Makalu Himal (ENE of Shershon village on Tibetan border),6374,20912,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Unclimbed,,,,,,,Unclimbed,
SALW,Saldim West,"Peak 5, Saldim Ri, Yaphu Ri",Makalu Himal (ENE of Shershon village on Tibetan border),6388,20958,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2016,Autumn,Nov,1,SALW16301,Romania,"Vlad Capusan, Zolt Torok",
SAMD,Samdo,,Manaslu Himal (NNE of Panpoche 1 & 2 on Tibetan border),6335,20784,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2009,Autumn,Oct,20,SAMD09302,Japan,"Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto",
SANB,Sano Bhrikuti,,Damodar Himal (ENE of Bhrikuti),6328,20761,Damodar,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,,Nepal only,Climbed,2017,Spring,,,BHRS17101,Switzerland,"Erwin Jacomet, Carla Gurtle, Sabrina Mueller, Christian Rutishauser, Jonathan Rutishauser, Ruth Rutishauser, Sebastian Rutishauser",Made ski descent
SANC,Sanctuary Peak,,Kanjiroba Himal (N of Kanjiroba North),6207,20364,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Unclimbed,,,,,,,Unclimbed,
SANK,Sano Kailash,,,6452,21168,Damodar,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,,,Nepal only,Climbed,2019,Spring,Apr,28,SANK19101,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",
SARI,Saribung,Selibung,Damodar Himal (W of Bhrikuti),6328,20761,Damodar,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2003,Autumn,Oct,15,SARI03301,USA,"Jim Frush, Steve Furman",
SATO,Sat Peak,Sato Peak,Ohmi Kangri Himal (N of Sharphu range),6164,20223,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed?,Possibly climbed by Japanese in 1960s as Nupchu
SAUL,Saula,,Manaslu Himal (ENE of Samagaon on Tibetan border),6235,20456,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2022,Spring,May,3,SAUL22101,Japan,"Diajo Saito, Akihiro Shigenobu",
SHA2,Shartse II,Junction Peak,Khumbu Himal (E of Lhotse Shar on Tibetan border),7457,24465,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,,Nepal & China,Climbed,1974,Spring,May,23,SHA274101,"Austria, W Germany","Kurt Diemburger, Hermann Warth",
SHAL,Shalbachum,"Salbachum, Phrul Rangtshan Ri",Langtang Himal (E of Langtang Lirung on Tibetan border),6707,22005,Langtang,Langtang-Jugal,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,1959,Autumn,Oct,25,SHAL59301,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa",
SHAR,Shartse,"Peak 38, Shanti Shikhar",Khumbu Himal (E of Lhotse Shar on Tibetan border),7591,24905,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,,Nepal & China,Unclimbed,,,,,,,Unclimbed,
SHER,Shershon,Peak 3,Makalu Himal (NE of Shershon village on Tibetan border),6432,21102,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Unclimbed,,Spring,,,,,Unclimbed,
SHEY,Shey Shikhar,Junction Peak,Kanjiroba Himal (SE of Kanjiroba and Tripura Hiunchuli),6139,20141,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2007,Summer,Aug,23,SHEY07201,Japan,Katsuhito Fujikawa,
SHNW,Shershon Northwest,,Makalu Himal (NW of Shershon on Tibetan border),6682,21923,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,1980,Autumn,Oct,15,SHNW80301,"UK, France","Doug Scott, Roger Baxter-Jones, Georges Bettembourg",
SIMN,Simnang Himal,"P2, Simnang Himal East",Manaslu Himal (SE of Manaslu),6251,20509,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2001,Nepal only,Climbed,2001,Spring,May,16,SIMN01101,Ukraine,"Mistislav Gorbenko, Vadim Leontiev, Sergei Pugachov, Mykhaylo Zagirnyak",
SING,Singu Chuli,Fluted Peak,Annapurna Himal (Annapurna Sanctuary),6501,21329,Annapurna,Annapurna-Damodar-Peri,FALSE,FALSE,TRUE,1978,,Nepal only,Climbed,1957,Spring,Jun,13,SING57101,UK,"David Cox, Wilfred Noyce",
SISN,Sisne Himal,Hiunchuli Patan,Sisne Himal (SW of Juphal in Rukum),5911,19393,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2013,Spring,May,26,SISN13101,"Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki",
SITA,Sita Chuchura,,Mukut Himal (ENE of Dhaulagiri II near French Pass),6611,21690,Mukut/Mustang,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1970,Autumn,Oct,26,SITA70301,"Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa",
SNOW,Snow Peak,,Dhaulagiri Himal (E of Dhaulagiri II),6530,21424,Dhaulagiri,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,,,Nepal only,Unclimbed,,,,,,,Unclimbed,
SOBI,Sobithongie,,Kangchenjunga Himal (W of Kumbhakarna),6652,21824,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,TRUE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed,
SPH1,Sharphu I,Tanga I,Ohmi Kangri Himal (WNW of Kangchenjunga),6433,21106,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1963,Autumn,Oct,22,SPH163301,Japan,"Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi",
SPH2,Sharphu II,Tanga II,Ohmi Kangri Himal (WNW of Kangchenjunga),6328,20761,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2018,Autumn,Oct,26,SPH218301,USA,"Aivaras Sajus, Spencer Gray",
SPH3,Sharphu III,Marson,Ohmi Kangri Himal (WNW of Kangchenjunga),6220,20407,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed?,
SPH4,Sharphu IV,Nupchu,Ohmi Kangri Himal (WNW of Kangchenjunga),6172,20249,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1962,Spring,May,20,SPH462101,Japan,"Takayuki Tsubaki, Chotare Sherpa",
SPH5,Sharphu V,Tanga III,Ohmi Kangri Himal (WNW of Kangchenjunga),6158,20203,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed?,
SPH6,Sharphu VI,,Ohmi Kangri Himal (WNW of Kangchenjunga),6076,19934,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed?,
SPHN,Sphinx,"Pathibhara Phurba, Pathibhara East",Jongsang Himal (NE of Pathibhara on Indian border),6825,22392,Jongsang,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & India,Climbed,1936,Spring,Jun,,SPHN36101,UK,"J. K. Cooke, Frederick S. Chapman, John B. Harrison",
SRKU,Serku Dolma,,Kanjiroba Himal (S of Tso Karpo Kang),6227,20430,Kanjiroba,Kanjiroba-Far West,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1973,Autumn,Oct,30,SRKU73301,"Japan, Nepal","Eiken Moriyama, Morihiro Takechi, Anu Sherpa",
SURM,Surma-Sarovar North,,Api Himal (SSE of Jethi Bahurani),6564,21535,Api/Byas Risi/Guras,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2023,Autumn,Oct,25,SURM23301,UK,"Paul Ramsen, Timothy Miller",
SWAK,Swaksa Kang,,Kanti Himal (SE of Kanti Himal peak on Tibetan border),6405,21014,Kanti/Palchung,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Unclimbed,,,,,,,Unclimbed,
SWEL,Swelokhan,,Manaslu Himal (N of Samdo village on Tibetan border),6180,20276,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Unclimbed,,,,,,,Unclimbed,
SYKG,Syaokang,,Ohmi Kangri Himal (SW of Ohmi Kangri near Tibetan border),5929,19452,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2012,Autumn,Oct,25,SYKG12301,New Zealand,"John Cocks, Martin Hunter, Geoffrey Lamarche, Paul Maxim, Nick Schearer",
TAKL,Takla Kang,Takla Khang,Kanti Himal (W of Kanti Himal peak on Tibetan border),6276,20591,Kanti/Palchung,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
TAKN,Takphu North,,Nalakankar Himal (on W Nepal/Tibetan border),6142,20151,Nalakankar/Chandi/Changla,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2016,Autumn,Oct,12,TAKN16301,"Germany, Nepal","Herbert Bader, Karl Henge, Tassilo Hock, Josef Knitz, Annabelle Rochelt, Alois Sinz, Bhai Krishna Khadka",
TAKP,Takphu Himal,,Nalakankar Himal (on W Nepal/Tibetan border),6395,20981,Nalakankar/Chandi/Changla,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2018,Autumn,Oct,11,TAKP18301,"UK, Germany","Ed Douglas, Christof Nettekoven, Bruce Normand",
TANK,Tankya I,,Kanti Himal (NE of Mariyang on Tibetan border),6305,20686,Kanti/Palchung,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
TAPL,Taple Shikhar,Cross Peak,Kangchenjunga Himal (W of Nepal Peak),6447,21152,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1998,Autumn,Oct,8,TAPL98301,"Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa",
TARS,Tarke Kang Shar,Tare Kang,Annapurna Himal (E of Glacier Dome),7069,23192,Annapurna,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1981,Autumn,Oct,10,TARS81301,"Italy, Nepal","Claudio Schranz, Marco Roncaglioni, Gianfranco Tagliaferri, Gombu Sherpa","Team thought they climbing Glacier Dome, but summited 7069m peak east of Glacier Dome"
TASH,Tashi Kang,Tashi Khang,Mukut Himal (N of Dhampus Peak),6386,20951,Mukut/Mustang,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2002,Summer,Aug,14,TASH02201,"Japan, Nepal","Yasue Mogi, Gyalzen Sherpa",
TAWA,Tawa,,Damodar Himal (NNE of Yakawa Kang),6110,20046,Damodar,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,,,Nepal only,Climbed,2010,Autumn,Oct,21,TAWA10301,"Japan, Nepal","Mikio Iga, Kazuya Fujikura, Chhongba Sherpa, Lhakpa Sherpa",
